sample_id,location_id,patch_id,ndvi_2019,ndvi_2021,ndvi_2023,d01,d12,d02,label,path,split
192,delhi_01,3,0.2739787101745605,0.2817298471927643,0.6507292985916138,0.0077511370182037,0.3689994513988495,0.3767505884170532,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000192.npz,test
193,delhi_01,4,0.2169935852289199,0.2563269436359405,0.5729730725288391,0.0393333584070205,0.3166461288928985,0.3559794872999191,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000193.npz,test
194,delhi_01,5,0.1844216883182525,0.220431238412857,0.5631540417671204,0.0360095500946044,0.3427228033542633,0.3787323534488678,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000194.npz,test
195,delhi_01,6,0.2037327587604522,0.2501900792121887,0.5813863277435303,0.0464573204517364,0.3311962485313415,0.377653568983078,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000195.npz,test
196,delhi_01,7,0.2052957415580749,0.2639785408973694,0.5806971788406372,0.0586827993392944,0.3167186379432678,0.3754014372825622,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000196.npz,test
197,delhi_01,8,0.2117978036403656,0.2774495780467987,0.519316554069519,0.0656517744064331,0.2418669760227203,0.3075187504291534,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000197.npz,test
198,delhi_01,9,0.2375487387180328,0.2803401947021484,0.5719293355941772,0.0427914559841156,0.2915891408920288,0.3343805968761444,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000198.npz,test
199,delhi_01,10,0.1681026816368103,0.232920303940773,0.5687273144721985,0.0648176223039627,0.3358070105314255,0.4006246328353882,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000199.npz,test
200,delhi_01,11,0.2075650691986084,0.2298183441162109,0.5669066905975342,0.0222532749176025,0.3370883464813232,0.3593416213989258,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000200.npz,test
201,delhi_01,12,0.2528490722179413,0.3026789128780365,0.5523823499679565,0.0498298406600952,0.24970343708992,0.2995332777500152,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000201.npz,test
202,delhi_01,13,0.2928064465522766,0.3272802829742431,0.4685991108417511,0.0344738364219665,0.1413188278675079,0.1757926642894745,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000202.npz,test
203,delhi_01,14,0.2626987993717193,0.344768613576889,0.4925660490989685,0.0820698142051696,0.1477974355220794,0.2298672497272491,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000203.npz,test
204,delhi_01,15,0.2449684143066406,0.2596014142036438,0.4220579266548157,0.0146329998970031,0.1624565124511718,0.177089512348175,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000204.npz,test
205,dubai_01,0,0.0417619720101356,0.0412788391113281,0.0460174530744552,-0.0004831328988075,0.0047386139631271,0.0042554810643196,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000205.npz,test
206,dubai_01,1,0.0530337654054164,0.0527041107416152,0.0522533506155014,-0.0003296546638011,-0.0004507601261138,-0.000780414789915,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000206.npz,test
207,dubai_01,2,,,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000207.npz,test
208,dubai_01,3,,,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000208.npz,test
209,dubai_01,4,0.0908404737710952,0.086192712187767,0.086715392768383,-0.0046477615833282,0.0005226805806159,-0.0041250810027122,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000209.npz,test
210,dubai_01,5,0.0468633882701396,0.0484920889139175,0.047778096050024,0.0016287006437778,-0.0007139928638935,0.0009147077798843,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000210.npz,test
211,dubai_01,6,,,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000211.npz,test
212,dubai_01,7,,,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000212.npz,test
213,dubai_01,8,0.0504638738930225,0.0528446994721889,0.048744574189186,0.0023808255791664,-0.0041001252830028,-0.0017192997038364,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000213.npz,test
214,dubai_01,9,0.0466670803725719,0.0496151037514209,0.0478665195405483,0.002948023378849,-0.0017485842108726,0.0011994391679763,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000214.npz,test
215,dubai_01,10,,,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000215.npz,test
216,dubai_01,11,,,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000216.npz,test
217,dubai_01,12,0.0484638884663581,0.0547865852713584,0.0516775213181972,0.0063226968050003,-0.0031090639531612,0.003213632851839,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000217.npz,test
218,dubai_01,13,0.0502023436129093,0.0552110821008682,0.0511506237089633,0.0050087384879589,-0.0040604583919048,0.000948280096054,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000218.npz,test
219,dubai_01,14,,,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000219.npz,test
220,dubai_01,15,,,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000220.npz,test
221,hongkong_01,1,0.7370217442512512,0.6237625479698181,-0.0003508380614221,-0.1132591962814331,-0.6241133860312402,-0.7373725823126733,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000221.npz,test
222,hongkong_01,2,0.5612298846244812,0.7149420380592346,0.0837824195623397,0.1537121534347534,-0.6311596184968948,-0.4774474650621414,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000222.npz,test
223,hongkong_01,3,0.3169540762901306,0.6483832001686096,0.0920996591448783,0.331429123878479,-0.5562835410237312,-0.2248544171452522,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000223.npz,test
224,hongkong_01,5,1.2775499820709229,0.516741156578064,0.0337344594299793,-0.7608088254928589,-0.4830066971480846,-1.2438155226409435,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000224.npz,test
225,hongkong_01,6,0.9309908151626588,0.3874565362930298,0.1092559471726417,-0.5435342788696289,-0.278200589120388,-0.8217348679900169,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000225.npz,test
226,hongkong_01,7,0.7719300389289856,0.4301678836345672,0.0896363630890846,-0.3417621552944183,-0.3405315205454826,-0.682293675839901,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000226.npz,test
227,hongkong_01,9,0.4971619248390198,0.2715588808059692,0.1042923182249069,-0.2256030440330505,-0.1672665625810623,-0.3928696066141128,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000227.npz,test
228,hongkong_01,10,0.3946714103221893,0.1386112421751022,0.0615034513175487,-0.2560601681470871,-0.0771077908575534,-0.3331679590046406,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000228.npz,test
229,hongkong_01,11,0.3547560274600982,0.277755856513977,0.0899415463209152,-0.0770001709461212,-0.1878143101930618,-0.264814481139183,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000229.npz,test
230,hongkong_01,12,0.2862691879272461,0.0318738892674446,0.0413310267031192,-0.2543952986598015,0.0094571374356746,-0.2449381612241268,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000230.npz,test
231,hongkong_01,13,0.391165018081665,0.2422152310609817,0.2657205462455749,-0.1489497870206833,0.0235053151845932,-0.1254444718360901,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000231.npz,test
232,hongkong_01,14,0.2458976954221725,0.5014061331748962,0.0421172007918357,0.2555084377527237,-0.4592889323830604,-0.2037804946303367,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000232.npz,test
233,hongkong_01,15,0.1213292926549911,0.0606031976640224,0.0755928456783294,-0.0607260949909687,0.014989648014307,-0.0457364469766616,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000233.npz,test
234,houston_01,0,0.5589421987533569,0.7965248823165894,0.7059201002120972,0.2375826835632324,-0.0906047821044921,0.1469779014587402,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000234.npz,train
235,houston_01,1,0.4525043368339538,0.6042933464050293,0.4080457985401153,0.1517890095710754,-0.1962475478649139,-0.0444585382938385,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000235.npz,train
236,houston_01,2,0.4090620279312134,0.60411137342453,0.3658010959625244,0.1950493454933166,-0.2383102774620056,-0.0432609319686889,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000236.npz,train
237,houston_01,3,0.485783189535141,0.7007352113723755,0.4653021097183227,0.2149520218372345,-0.2354331016540527,-0.0204810798168182,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000237.npz,train
238,houston_01,4,0.7534418106079102,0.7537341117858887,0.6491749882698059,0.0002923011779785,-0.1045591235160827,-0.1042668223381042,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000238.npz,train
239,houston_01,5,0.593612551689148,0.6575130224227905,0.3958452343940735,0.0639004707336425,-0.261667788028717,-0.1977673172950744,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000239.npz,train
240,houston_01,6,0.4667283296585083,0.6375828385353088,0.4245635271072387,0.1708545088768005,-0.21301931142807,-0.0421648025512695,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000240.npz,train
241,houston_01,7,0.4394882321357727,0.7676458358764648,0.6268082857131958,0.3281576037406921,-0.140837550163269,0.1873200535774231,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000241.npz,train
242,houston_01,8,0.7033069729804993,0.7157821655273438,0.52847820520401,0.0124751925468444,-0.1873039603233337,-0.1748287677764892,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000242.npz,train
243,houston_01,9,0.6723452806472778,0.6118099689483643,0.3509281277656555,-0.0605353116989135,-0.2608818411827087,-0.3214171528816223,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000243.npz,train
244,houston_01,10,0.6258226633071899,0.5895605087280273,0.3184011280536651,-0.0362621545791626,-0.2711593806743622,-0.3074215352535248,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000244.npz,train
245,houston_01,11,0.4544309973716736,0.651171088218689,0.4760651588439941,0.1967400908470153,-0.1751059293746948,0.0216341614723205,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000245.npz,train
246,houston_01,12,0.5741839408874512,0.5934908986091614,0.478643000125885,0.0193069577217102,-0.1148478984832763,-0.0955409407615661,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000246.npz,train
247,houston_01,13,0.6862130761146545,0.599041223526001,0.500442624092102,-0.0871718525886535,-0.0985985994338989,-0.1857704520225525,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000247.npz,train
248,houston_01,14,0.6061999797821045,0.6272251605987549,0.4784703850746155,0.0210251808166503,-0.1487547755241394,-0.127729594707489,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000248.npz,train
249,houston_01,15,0.4471017122268677,0.6257257461547852,0.4577257335186004,0.1786240339279174,-0.1680000126361847,0.0106240212917327,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000249.npz,train
250,istanbul_01,0,-0.0419762432575225,-0.4253742396831512,0.3789543211460113,-0.3833979964256286,0.8043285608291626,0.4209305644035339,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000250.npz,train
251,istanbul_01,1,0.0321779586374759,0.3298706412315368,0.3803861439228058,0.2976926825940609,0.0505155026912689,0.3482081852853298,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000251.npz,train
252,istanbul_01,2,0.508741557598114,0.3497281074523926,0.0844737142324447,-0.1590134501457214,-0.2652543932199478,-0.4242678433656692,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000252.npz,train
253,istanbul_01,3,0.362937867641449,0.2823003232479095,-0.0191735737025737,-0.0806375443935394,-0.3014738969504833,-0.3821114413440227,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000253.npz,train
254,istanbul_01,4,0.094042845070362,1.3196423053741455,0.4474101364612579,1.2255994603037834,-0.8722321689128876,0.3533672913908958,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000254.npz,train
255,istanbul_01,5,0.2437551468610763,-0.7117902636528015,0.1037570983171463,-0.955545410513878,0.8155473619699478,-0.13999804854393,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000255.npz,train
256,istanbul_01,6,0.4906644523143768,-0.0965085178613662,-0.1160566285252571,-0.5871729701757431,-0.0195481106638908,-0.6067210808396339,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000256.npz,train
257,istanbul_01,7,0.4523565173149109,0.125345841050148,-0.1263481527566909,-0.3270106762647629,-0.251693993806839,-0.5787046700716019,0,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000257.npz,train
258,istanbul_01,8,0.3607582449913025,-1.0837900638580322,0.293358564376831,-1.4445483088493347,1.3771486282348633,-0.0673996806144714,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000258.npz,train
259,istanbul_01,9,0.1538918912410736,-3.3012661933898926,-0.3434796333312988,-3.455158084630966,2.9577865600585938,-0.4973715245723724,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000259.npz,train
260,istanbul_01,10,0.3501683175563812,-2.942546129226685,-0.3403434455394745,-3.292714446783066,2.60220268368721,-0.6905117630958557,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000260.npz,train
261,istanbul_01,11,0.279494971036911,-1.575425148010254,-0.4701412320137024,-1.854920119047165,1.1052839159965515,-0.7496362030506134,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000261.npz,train
262,istanbul_01,12,0.6633069515228271,-2.3582005500793457,0.3418642878532409,-3.021507501602173,2.7000648379325867,-0.3214426636695862,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000262.npz,train
263,istanbul_01,13,0.4058893620967865,-7.982146739959717,-0.5035644769668579,-8.388036102056503,7.478582262992859,-0.9094538390636444,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000263.npz,train
264,istanbul_01,14,0.402420163154602,-5.77469539642334,-0.8467946648597717,-6.177115559577942,4.927900731563568,-1.2492148280143738,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000264.npz,train
265,istanbul_01,15,0.5769526958465576,-2.9294636249542236,-1.0265979766845703,-3.5064163208007812,1.902865648269653,-1.603550672531128,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000265.npz,train
266,jakarta_01,0,0.1261306405067443,0.4762910306453705,0.3930956125259399,0.3501603901386261,-0.0831954181194305,0.2669649720191955,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000266.npz,train
267,jakarta_01,1,0.0846120417118072,0.4282359182834625,0.6025360226631165,0.3436238765716553,0.1743001043796539,0.5179239809513092,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000267.npz,train
268,jakarta_01,2,0.0304025840014219,0.4800066351890564,0.6352587938308716,0.4496040511876344,0.1552521586418151,0.6048562098294497,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000268.npz,train
269,jakarta_01,3,0.0027335467748343,0.3854418098926544,0.3371002078056335,0.38270826311782,-0.0483416020870208,0.3343666610307991,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000269.npz,train
270,jakarta_01,4,0.1951129138469696,0.6183457970619202,0.407279759645462,0.4232328832149505,-0.2110660374164581,0.2121668457984924,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000270.npz,train
271,jakarta_01,5,0.1573772430419922,0.56015545129776,0.7505438923835754,0.4027782082557678,0.1903884410858154,0.5931666493415833,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000271.npz,train
272,jakarta_01,6,0.0810623615980148,0.4761519432067871,0.5805050730705261,0.3950895816087723,0.104353129863739,0.4994427114725113,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000272.npz,train
273,jakarta_01,7,0.0537073127925396,0.4470662176609039,0.249731183052063,0.3933589048683643,-0.1973350346088409,0.1960238702595234,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000273.npz,train
274,jakarta_01,8,0.184424489736557,0.5665415525436401,0.4113104343414306,0.3821170628070831,-0.1552311182022094,0.2268859446048736,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000274.npz,train
275,jakarta_01,9,0.1306481808423996,0.5081566572189331,0.8118814826011658,0.3775084763765335,0.3037248253822326,0.6812333017587662,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000275.npz,train
276,jakarta_01,10,0.0287189055234193,0.5181967616081238,0.6985463500022888,0.4894778560847044,0.180349588394165,0.6698274444788694,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000276.npz,train
277,jakarta_01,11,0.0764893889427185,0.4906589686870575,0.5871241688728333,0.414169579744339,0.0964652001857757,0.5106347799301147,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000277.npz,train
278,jakarta_01,12,0.0979379266500473,0.6265355944633484,0.4023563265800476,0.5285976678133011,-0.2241792678833007,0.3044183999300003,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000278.npz,train
279,jakarta_01,13,0.1964108496904373,0.5634549856185913,0.6032587885856628,0.367044135928154,0.0398038029670715,0.4068479388952255,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000279.npz,train
280,jakarta_01,14,0.2188967168331146,0.5320262908935547,0.7938408255577087,0.31312957406044,0.261814534664154,0.5749441087245941,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000280.npz,train
281,jakarta_01,15,0.2645454406738281,0.4673694968223572,0.7831868529319763,0.202824056148529,0.3158173561096191,0.5186414122581482,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000281.npz,train
282,johannesburg_01,0,,0.4787310361862182,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000282.npz,train
283,johannesburg_01,1,,0.5019705295562744,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000283.npz,train
284,johannesburg_01,4,,0.4708550274372101,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000284.npz,train
285,johannesburg_01,5,,0.4927451610565185,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000285.npz,train
286,johannesburg_01,8,,0.5083590745925903,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000286.npz,train
287,johannesburg_01,9,,0.4805949330329895,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000287.npz,train
288,johannesburg_01,12,,0.4654536545276642,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000288.npz,train
289,johannesburg_01,13,,0.5386534929275513,,,,,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000289.npz,train
290,kolkata_01,0,0.306410014629364,0.656134843826294,0.344954639673233,0.3497248291969299,-0.3111802041530609,0.038544625043869,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000290.npz,test
291,kolkata_01,1,0.4529382586479187,0.6514427661895752,0.4210270345211029,0.1985045075416565,-0.2304157316684723,-0.0319112241268157,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000291.npz,test
292,kolkata_01,2,0.4162982702255249,0.6284492015838623,0.440631628036499,0.2121509313583374,-0.1878175735473632,0.0243333578109741,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000292.npz,test
293,kolkata_01,3,0.4205532968044281,0.6493120193481445,0.4808632731437683,0.2287587225437164,-0.1684487462043762,0.0603099763393402,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000293.npz,test
294,kolkata_01,4,-0.070729374885559,0.6733541488647461,0.0020479022059589,0.7440835237503052,-0.6713062466587871,0.072777277091518,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000294.npz,test
295,kolkata_01,5,0.3379552364349365,0.6469614505767822,0.3526842594146728,0.3090062141418457,-0.2942771911621094,0.0147290229797363,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000295.npz,test
296,kolkata_01,6,0.3848874270915985,0.588291347026825,0.4024091362953186,0.2034039199352264,-0.1858822107315063,0.01752170920372,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000296.npz,test
297,kolkata_01,7,0.475648820400238,0.6033037900924683,0.4723174571990967,0.1276549696922302,-0.1309863328933715,-0.0033313632011413,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000297.npz,test
298,kolkata_01,8,-0.0417634584009647,0.6208353042602539,0.0319229960441589,0.6625987626612186,-0.588912308216095,0.0736864544451236,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000298.npz,test
299,kolkata_01,9,-0.1494001597166061,0.6545902490615845,-0.070714920759201,0.8039904087781906,-0.7253051698207855,0.078685238957405,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000299.npz,test
300,kolkata_01,10,0.0400327295064926,0.6640751957893372,0.1325077712535858,0.6240424662828445,-0.5315674245357513,0.0924750417470932,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000300.npz,test
301,kolkata_01,11,0.3995412588119507,0.6285324096679688,0.3936421275138855,0.228991150856018,-0.2348902821540832,-0.0058991312980651,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000301.npz,test
302,kolkata_01,12,0.3741376399993896,0.6327128410339355,0.4109063446521759,0.2585752010345459,-0.2218064963817596,0.0367687046527862,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000302.npz,test
303,kolkata_01,13,0.0349723175168037,0.6532162427902222,0.0949992686510086,0.6182439252734184,-0.5582169741392136,0.0600269511342048,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000303.npz,test
304,kolkata_01,14,0.0034977495670318,0.6767264604568481,0.0494297407567501,0.6732287108898163,-0.627296719700098,0.0459319911897182,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000304.npz,test
305,kolkata_01,15,-0.0202985182404518,0.6745195984840393,0.0366632640361785,0.6948181167244911,-0.6378563344478607,0.0569617822766304,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000305.npz,test
306,la_01,0,0.0758395716547966,0.2008717805147171,0.0398827493190765,0.1250322088599205,-0.1609890311956405,-0.03595682233572,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000306.npz,train
307,la_01,1,0.0499652922153472,0.2284975051879882,0.2425659596920013,0.178532212972641,0.014068454504013,0.192600667476654,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000307.npz,train
308,la_01,2,0.0861686989665031,0.2547457814216614,0.1006853953003883,0.1685770824551582,-0.154060386121273,0.0145166963338851,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000308.npz,train
309,la_01,3,0.11245609074831,0.2641284167766571,0.0428330525755882,0.151672326028347,-0.2212953642010688,-0.0696230381727218,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000309.npz,train
310,la_01,4,-0.1869688481092453,0.0817608460783958,0.0649245455861091,0.2687296941876411,-0.0168363004922866,0.2518933936953544,1,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000310.npz,train
311,la_01,5,-0.8098744750022888,0.2111240625381469,0.2682274580001831,1.0209985375404358,0.0571033954620361,1.078101933002472,2,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000311.npz,train
