sample_id,location_id,patch_id,year_0,year_1,year_2,cloud_0,cloud_1,cloud_2,valid_0,valid_1,valid_2,grid_ph,grid_pw,patch,path
135,buenos_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000135.npz
136,buenos_01,8,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000136.npz
137,buenos_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000137.npz
138,buenos_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000138.npz
139,buenos_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000139.npz
140,buenos_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000140.npz
141,buenos_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000141.npz
142,buenos_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000142.npz
143,buenos_01,15,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000143.npz
144,cairo_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000144.npz
145,cairo_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000145.npz
146,cairo_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000146.npz
147,cairo_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000147.npz
148,cairo_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000148.npz
149,cairo_01,5,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000149.npz
150,cairo_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000150.npz
151,cairo_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000151.npz
152,cairo_01,8,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000152.npz
153,cairo_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000153.npz
154,cairo_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000154.npz
155,cairo_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000155.npz
156,cairo_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000156.npz
157,cairo_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000157.npz
158,cairo_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000158.npz
159,cairo_01,15,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000159.npz
160,capetown_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000160.npz
161,capetown_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000161.npz
162,capetown_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000162.npz
163,capetown_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,0.82666015625,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000163.npz
164,capetown_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000164.npz
165,capetown_01,5,2019,2021,2023,0.0,0.0,0.0,1.0,0.9990234375,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000165.npz
166,capetown_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000166.npz
167,capetown_01,8,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000167.npz
168,capetown_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000168.npz
169,capetown_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000169.npz
170,capetown_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000170.npz
171,capetown_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000171.npz
172,capetown_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000172.npz
173,chicago_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000173.npz
174,chicago_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000174.npz
175,chicago_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000175.npz
176,chicago_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000176.npz
177,chicago_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000177.npz
178,chicago_01,5,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000178.npz
179,chicago_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000179.npz
180,chicago_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000180.npz
181,chicago_01,8,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000181.npz
182,chicago_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000182.npz
183,chicago_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,0.9990234375,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000183.npz
184,chicago_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000184.npz
185,chicago_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000185.npz
186,chicago_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,0.9990234375,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000186.npz
187,chicago_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000187.npz
188,chicago_01,15,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000188.npz
189,delhi_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000189.npz
190,delhi_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000190.npz
191,delhi_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000191.npz
192,delhi_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000192.npz
193,delhi_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000193.npz
194,delhi_01,5,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000194.npz
195,delhi_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000195.npz
196,delhi_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000196.npz
197,delhi_01,8,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000197.npz
198,delhi_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000198.npz
199,delhi_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000199.npz
200,delhi_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000200.npz
201,delhi_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000201.npz
202,delhi_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000202.npz
203,delhi_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000203.npz
204,delhi_01,15,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000204.npz
205,dubai_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000205.npz
206,dubai_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000206.npz
207,dubai_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000207.npz
208,dubai_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000208.npz
209,dubai_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000209.npz
210,dubai_01,5,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000210.npz
211,dubai_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000211.npz
212,dubai_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000212.npz
213,dubai_01,8,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000213.npz
214,dubai_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000214.npz
215,dubai_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000215.npz
216,dubai_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000216.npz
217,dubai_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000217.npz
218,dubai_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000218.npz
219,dubai_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000219.npz
220,dubai_01,15,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000220.npz
221,hongkong_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000221.npz
222,hongkong_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000222.npz
223,hongkong_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000223.npz
224,hongkong_01,5,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000224.npz
225,hongkong_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000225.npz
226,hongkong_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000226.npz
227,hongkong_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000227.npz
228,hongkong_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000228.npz
229,hongkong_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000229.npz
230,hongkong_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,0.74072265625,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000230.npz
231,hongkong_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000231.npz
232,hongkong_01,14,2019,2021,2023,0.0,0.0,0.0,0.9990234375,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000232.npz
233,hongkong_01,15,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000233.npz
234,houston_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000234.npz
235,houston_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000235.npz
236,houston_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000236.npz
237,houston_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000237.npz
238,houston_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000238.npz
239,houston_01,5,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000239.npz
240,houston_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000240.npz
241,houston_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000241.npz
242,houston_01,8,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000242.npz
243,houston_01,9,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000243.npz
244,houston_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000244.npz
245,houston_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000245.npz
246,houston_01,12,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000246.npz
247,houston_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000247.npz
248,houston_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000248.npz
249,houston_01,15,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000249.npz
250,istanbul_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000250.npz
251,istanbul_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,0.9990234375,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000251.npz
252,istanbul_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000252.npz
253,istanbul_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000253.npz
254,istanbul_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000254.npz
255,istanbul_01,5,2019,2021,2023,0.0,0.0,0.0,0.9990234375,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000255.npz
256,istanbul_01,6,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000256.npz
257,istanbul_01,7,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000257.npz
258,istanbul_01,8,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000258.npz
259,istanbul_01,9,2019,2021,2023,0.0,0.0,0.0,0.998046875,0.9990234375,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000259.npz
260,istanbul_01,10,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000260.npz
261,istanbul_01,11,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000261.npz
262,istanbul_01,12,2019,2021,2023,0.0,0.0,0.0,0.9990234375,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000262.npz
263,istanbul_01,13,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000263.npz
264,istanbul_01,14,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000264.npz
265,istanbul_01,15,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000265.npz
266,jakarta_01,0,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000266.npz
267,jakarta_01,1,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000267.npz
268,jakarta_01,2,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000268.npz
269,jakarta_01,3,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000269.npz
270,jakarta_01,4,2019,2021,2023,0.0,0.0,0.0,1.0,1.0,1.0,4,4,64,/Users/gabrielnixonraj/Desktop/hls_project/hls_samples_triplet_2019_2021_2023/samples/0000270.npz
